date,ticker,signal,regime,action,confidence,has_news,realized_1d,realized_3d,realized_5d,resolved,correct
2021-11-08,CAT,BREACH_UP,BULL,LONG,,False,-2.0724,-2.6698,-3.0525,True,0.0
2021-11-26,CAT,BREACH_DOWN,BULL,IGNORE,,False,1.414,3.6532,0.468,True,1.0
2022-01-04,CAT,BREACH_UP,BULL,LONG,,False,0.7658,2.8017,0.8575,True,1.0
2022-01-19,CAT,BREACH_DOWN,BEAR,IGNORE,,False,2.2692,3.3069,3.3249,True,1.0
2022-01-28,CAT,BREACH_DOWN,BEAR,IGNORE,,False,-0.1988,-1.8791,1.3671,True,0.0
2022-02-17,CAT,BREACH_DOWN,BEAR,IGNORE,,False,1.4327,4.144,3.9437,True,1.0
2022-03-02,CAT,BREACH_UP,BEAR,HOLD,,False,1.163,2.1235,8.9144,True,1.0
2022-03-08,CAT,BREACH_UP,BEAR,HOLD,,False,-0.1048,2.3,3.0762,True,1.0
2022-04-14,CAT,BREACH_UP,BEAR,HOLD,,False,0.9262,3.1912,-4.5971,True,1.0
2022-04-22,CAT,BREACH_DOWN,BEAR,IGNORE,,False,-0.1849,1.0818,2.663,True,1.0
2022-06-16,CAT,BREACH_DOWN,BEAR,IGNORE,,False,1.1038,3.5731,4.7744,True,1.0
2022-07-29,CAT,BREACH_UP,BULL,LONG,,False,-1.71,-7.7579,-6.4868,True,0.0
2022-08-02,CAT,BREACH_DOWN,BULL,IGNORE,,False,0.3488,-1.0245,-1.3732,True,0.0
2022-09-13,CAT,BREACH_DOWN,BEAR,IGNORE,,False,-0.1845,2.626,3.429,True,1.0
2022-10-04,CAT,BREACH_UP,BEAR,HOLD,,False,-0.6959,-1.1579,0.0668,True,0.0
2022-10-21,CAT,BREACH_UP,BEAR,HOLD,,False,0.5677,3.5433,15.3086,True,1.0
2022-10-27,CAT,BREACH_UP,BULL,LONG,,False,3.394,2.998,3.3563,True,1.0
2023-01-06,CAT,BREACH_UP,BULL,LONG,,False,-0.9001,0.7514,3.8576,True,1.0
2023-01-31,CAT,BREACH_DOWN,BULL,IGNORE,,False,1.09,1.7956,1.0425,True,1.0
2023-03-01,CAT,BREACH_UP,BULL,LONG,,False,1.4115,2.1354,0.0201,True,1.0
2023-03-10,CAT,BREACH_DOWN,BEAR,IGNORE,,False,1.0176,4.295,5.2861,True,1.0
2023-04-04,CAT,BREACH_DOWN,BULL,IGNORE,,False,1.8027,0.883,-1.4026,True,1.0
2023-06-02,CAT,BREACH_UP,BULL,LONG,,False,-1.8356,3.9359,3.7065,True,1.0
2023-08-01,CAT,BREACH_UP,BULL,LONG,,False,-0.3741,-4.23,-1.9955,True,0.0
2023-10-18,CAT,BREACH_DOWN,BEAR,IGNORE,,False,2.4419,4.0977,5.0206,True,1.0
2023-10-31,CAT,BREACH_DOWN,BEAR,IGNORE,,False,-2.557,-6.503,-3.9239,True,0.0
2023-12-14,CAT,BREACH_UP,BULL,LONG,,False,0.1999,2.7317,1.7183,True,1.0
2024-01-03,CAT,BREACH_DOWN,BULL,IGNORE,,False,-0.6332,-2.7964,-3.1833,True,0.0
2024-01-17,CAT,BREACH_DOWN,BULL,IGNORE,,False,-1.1736,-4.0833,-4.808,True,0.0
2024-01-25,CAT,BREACH_UP,BULL,LONG,,False,-0.4455,1.3266,2.3008,True,1.0
2024-04-03,CAT,BREACH_UP,BULL,LONG,,False,-1.5966,-0.6174,-0.9899,True,0.0
2024-04-25,CAT,BREACH_DOWN,BEAR,IGNORE,,False,-1.5917,1.0148,0.7574,True,1.0
2024-04-30,CAT,BREACH_DOWN,BEAR,IGNORE,,False,1.0461,-0.6516,-3.1174,True,0.0
2024-07-15,CAT,BREACH_UP,BULL,LONG,,False,4.2832,2.9673,1.0171,True,1.0
2024-07-16,CAT,BREACH_UP,BULL,LONG,,False,-0.771,-3.5914,-4.1623,True,0.0
2024-08-01,CAT,BREACH_DOWN,BEAR,IGNORE,,False,3.2125,1.5323,-1.3996,True,1.0
2024-09-03,CAT,BREACH_DOWN,BULL,IGNORE,,False,1.0257,3.1977,1.787,True,1.0
2024-09-19,CAT,BREACH_UP,BULL,LONG,,False,-1.2028,3.3806,4.728,True,1.0
2024-09-24,CAT,BREACH_UP,BULL,LONG,,False,-1.99,1.3344,1.6739,True,1.0
2024-11-06,CAT,BREACH_UP,BULL,LONG,,False,-2.0797,-4.8791,-7.1507,True,0.0
2025-01-13,CAT,BREACH_UP,BEAR,HOLD,,False,2.5021,4.9793,10.2953,True,1.0
2025-01-21,CAT,BREACH_UP,BULL,LONG,,False,-0.1883,2.327,-2.0258,True,1.0
2025-01-27,CAT,BREACH_DOWN,BULL,IGNORE,,False,1.1874,5.0636,8.4637,True,1.0
2025-01-30,CAT,BREACH_DOWN,BULL,IGNORE,,False,0.9441,3.4748,2.5415,True,1.0
2025-04-03,CAT,BREACH_DOWN,BEAR,IGNORE,,False,5.7823,10.4069,5.4291,True,1.0
2025-04-04,CAT,BREACH_DOWN,BEAR,IGNORE,,False,2.7839,-4.4884,-1.8641,True,0.0
2025-04-09,CAT,BREACH_UP,BEAR,HOLD,,False,-3.9368,-0.9601,-3.6112,True,0.0
2025-05-12,CAT,BREACH_UP,BULL,LONG,,False,2.9164,2.1194,2.9251,True,1.0
2025-06-26,CAT,BREACH_UP,BULL,LONG,,False,0.7411,2.3672,4.1846,True,1.0
2025-08-22,CAT,BREACH_UP,BULL,LONG,,False,-0.7735,-0.6886,-3.8171,True,0.0
2025-08-29,CAT,BREACH_DOWN,BULL,IGNORE,,False,0.7135,-0.2816,-0.8925,True,0.0
2025-09-18,CAT,BREACH_UP,BULL,LONG,,False,-0.0899,0.9209,-0.6938,True,1.0
2025-10-14,CAT,BREACH_UP,BULL,LONG,,False,1.2475,-0.0739,-0.2488,True,0.0
2025-10-29,CAT,BREACH_UP,BULL,LONG,,False,-0.3997,-2.5449,-2.7908,True,0.0
2025-12-12,CAT,BREACH_DOWN,BULL,IGNORE,,False,1.3598,6.0212,3.6244,True,1.0
2025-12-17,CAT,BREACH_DOWN,BULL,IGNORE,,False,-0.7012,-3.652,-3.8922,True,0.0
2026-01-02,CAT,BREACH_UP,BULL,LONG,,False,2.9562,-0.3158,3.2102,True,0.0
2026-01-07,CAT,BREACH_DOWN,BULL,IGNORE,,False,-1.9463,-5.574,-7.0794,True,0.0
2026-02-02,CAT,BREACH_UP,BULL,LONG,,False,1.734,-1.8237,7.412,True,0.0
2026-02-06,CAT,BREACH_UP,BULL,LONG,,False,2.1922,6.7199,6.6098,True,1.0
2026-03-31,CAT,BREACH_UP,BEAR,HOLD,,False,3.0856,1.8039,8.9095,True,1.0
2026-04-08,CAT,BREACH_UP,BULL,LONG,,False,2.0076,2.6115,-0.1828,True,1.0
2026-04-30,CAT,BREACH_UP,BULL,LONG,,False,-0.0494,1.6268,0.6269,True,1.0
2021-06-21,COP,BREACH_UP,UNKNOWN,HOLD,,False,0.5624,1.555,-1.4227,True,1.0
2021-07-06,COP,BREACH_DOWN,UNKNOWN,IGNORE,,False,2.1068,0.2488,1.3603,True,1.0
2021-09-15,COP,BREACH_UP,BULL,LONG,,False,-0.1517,-3.793,4.9562,True,0.0
2021-09-22,COP,BREACH_UP,BEAR,HOLD,,False,2.329,7.1474,9.2837,True,1.0
2021-10-08,COP,BREACH_UP,BULL,LONG,,False,-1.2681,-2.2557,-1.0411,True,0.0
2021-11-10,COP,BREACH_DOWN,BULL,IGNORE,,False,1.1781,0.3836,1.411,True,1.0
2021-11-19,COP,BREACH_DOWN,BULL,IGNORE,,False,-3.2754,-7.4989,-3.6489,True,0.0
2021-11-26,COP,BREACH_DOWN,BULL,IGNORE,,False,-0.9373,3.1897,0.5176,True,1.0
2022-01-04,COP,BREACH_UP,BULL,LONG,,False,-1.715,4.7681,8.6007,True,1.0
2022-01-25,COP,BREACH_UP,BEAR,HOLD,,False,-0.0574,2.4222,5.0855,True,1.0
2022-05-09,COP,BREACH_DOWN,BEAR,IGNORE,,False,-0.8231,-2.4691,-9.0264,True,0.0
2022-06-16,COP,BREACH_DOWN,BEAR,IGNORE,,False,8.4749,9.1388,11.238,True,1.0
2022-06-17,COP,BREACH_DOWN,BEAR,IGNORE,,False,-5.91,6.2407,0.8473,True,1.0
2022-09-14,COP,BREACH_UP,BEAR,HOLD,,False,-1.8265,-4.1118,-5.624,True,0.0
2022-09-23,COP,BREACH_DOWN,BEAR,IGNORE,,False,1.3819,-3.8683,-3.2027,True,0.0
2022-10-03,COP,BREACH_UP,BEAR,HOLD,,False,5.1377,6.9837,6.2108,True,1.0
2022-11-03,COP,BREACH_UP,BEAR,HOLD,,False,-1.1209,0.4633,-3.2581,True,1.0
2022-11-09,COP,BREACH_DOWN,BULL,IGNORE,,False,-3.353,-6.609,-3.5717,True,0.0
2023-02-02,COP,BREACH_DOWN,BULL,IGNORE,,False,2.8661,-0.6469,1.2309,True,0.0
2023-03-15,COP,BREACH_DOWN,BEAR,IGNORE,,False,-1.218,-0.966,-3.2865,True,0.0
2023-04-03,COP,BREACH_UP,BULL,LONG,,False,-1.9554,-1.9923,-1.5403,True,0.0
2023-07-06,COP,BREACH_DOWN,BULL,IGNORE,,False,-2.8802,-7.076,-10.1754,True,0.0
2023-10-04,COP,BREACH_DOWN,BEAR,IGNORE,,False,-0.0794,-7.4914,-5.9208,True,0.0
2023-10-09,COP,BREACH_UP,BEAR,HOLD,,False,-1.1739,-0.5828,2.8649,True,0.0
2023-11-02,COP,BREACH_UP,BEAR,HOLD,,False,-1.8604,-5.5483,-6.4498,True,0.0
2024-01-04,COP,BREACH_DOWN,BULL,IGNORE,,False,-0.0429,3.1937,4.7047,True,1.0
2024-03-25,COP,BREACH_UP,BULL,LONG,,False,-0.1901,0.8318,3.5174,True,1.0
2024-04-30,COP,BREACH_DOWN,BEAR,IGNORE,,False,1.0189,2.6986,1.6558,True,1.0
2024-05-29,COP,BREACH_DOWN,BULL,IGNORE,,False,1.449,1.1974,2.6204,True,1.0
2024-06-24,COP,BREACH_UP,BULL,LONG,,False,-0.1563,-1.0419,-0.7033,True,0.0
2024-09-03,COP,BREACH_DOWN,BULL,IGNORE,,False,1.1743,3.4866,5.3254,True,1.0
2024-10-01,COP,BREACH_UP,BULL,LONG,,False,0.9052,4.7271,1.3075,True,1.0
2024-10-15,COP,BREACH_DOWN,BULL,IGNORE,,False,0.0475,-0.4372,0.1996,True,0.0
2024-10-31,COP,BREACH_UP,BULL,LONG,,False,-1.5519,-0.3013,2.6109,True,0.0
2024-11-06,COP,BREACH_UP,BULL,LONG,,False,-1.0825,-0.7014,-0.9052,True,0.0
2024-11-25,COP,BREACH_DOWN,BULL,IGNORE,,False,-0.6409,-2.1112,0.0471,True,0.0
2025-02-21,COP,BREACH_DOWN,BULL,IGNORE,,False,-0.8985,1.8481,-1.2355,True,1.0
2025-03-03,COP,BREACH_DOWN,BEAR,IGNORE,,False,2.1483,4.3506,-0.2915,True,1.0
2025-04-03,COP,BREACH_DOWN,BEAR,IGNORE,,False,9.4068,13.2179,12.5564,True,1.0
2025-04-04,COP,BREACH_DOWN,BEAR,IGNORE,,False,0.7185,-6.0494,-0.1159,True,0.0
2025-04-09,COP,BREACH_UP,BEAR,HOLD,,False,-8.9826,-5.5295,-5.6278,True,0.0
2025-04-10,COP,BREACH_DOWN,BEAR,IGNORE,,False,-3.7219,-2.9175,-6.8316,True,0.0
2025-09-03,COP,BREACH_DOWN,BULL,IGNORE,,False,-1.1833,3.4337,0.3487,True,1.0
2025-10-10,COP,BREACH_DOWN,BULL,IGNORE,,False,-1.3008,-0.1141,1.3236,True,0.0
2025-12-10,COP,BREACH_UP,BULL,LONG,,False,-0.093,-2.5207,-1.9008,True,0.0
2025-12-16,COP,BREACH_DOWN,BULL,IGNORE,,False,-4.6161,-1.289,-2.1593,True,0.0
2025-12-17,COP,BREACH_UP,BULL,LONG,,False,-2.8749,-1.7376,-3.3277,True,0.0
2026-01-08,COP,BREACH_UP,BULL,LONG,,False,-1.2257,-2.2893,0.2127,True,0.0
2026-03-02,COP,BREACH_UP,BEAR,HOLD,,False,0.2368,-1.2009,-1.0233,True,0.0
2026-04-08,COP,BREACH_DOWN,BULL,IGNORE,,False,1.3975,1.2778,5.0312,True,1.0
2021-08-05,COST,BREACH_UP,UNKNOWN,HOLD,,False,-0.8033,-0.0361,0.4896,True,0.0
2021-09-24,COST,BREACH_UP,BULL,LONG,,False,-1.5372,-3.4121,-4.1518,True,0.0
2021-09-28,COST,BREACH_DOWN,BEAR,IGNORE,,False,-0.9925,-0.219,0.2481,True,0.0
2021-11-04,COST,BREACH_UP,BULL,LONG,,False,-0.4848,-1.3401,-0.6672,True,0.0
2021-11-30,COST,BREACH_DOWN,BULL,IGNORE,,False,1.7687,1.9374,-0.4895,True,1.0
2021-12-10,COST,BREACH_UP,BULL,LONG,,False,-0.2863,1.1918,-2.006,True,1.0
2022-04-07,COST,BREACH_UP,BULL,LONG,,False,-1.3173,-4.3895,-2.9044,True,0.0
2022-04-22,COST,BREACH_DOWN,BEAR,IGNORE,,False,0.6105,3.082,6.8419,True,1.0
2022-04-29,COST,BREACH_DOWN,BEAR,IGNORE,,False,0.5209,-2.3903,5.3336,True,0.0
2022-05-05,COST,BREACH_DOWN,BEAR,IGNORE,,False,2.6985,3.0658,6.0195,True,1.0
2022-05-18,COST,BREACH_DOWN,BEAR,IGNORE,,False,1.5067,-0.0186,-2.4942,True,0.0
2022-06-02,COST,BREACH_UP,BEAR,HOLD,,False,-2.3297,-3.2465,-3.1911,True,0.0
2022-07-14,COST,BREACH_UP,BEAR,HOLD,,False,2.1507,1.6193,3.4223,True,1.0
2022-08-26,COST,BREACH_DOWN,BULL,IGNORE,,False,0.1429,1.8277,2.3899,True,1.0
2022-09-13,COST,BREACH_DOWN,BEAR,IGNORE,,False,0.4507,1.2071,2.1125,True,1.0
2022-09-23,COST,BREACH_DOWN,BEAR,IGNORE,,False,-2.9803,-4.6934,-1.2586,True,0.0
2022-11-10,COST,BREACH_UP,BULL,LONG,,False,0.456,2.5998,1.5961,True,1.0
2022-12-01,COST,BREACH_DOWN,BULL,IGNORE,,False,1.8517,4.5052,4.4536,True,1.0
2022-12-15,COST,BREACH_DOWN,BULL,IGNORE,,False,0.5303,1.3128,1.1209,True,1.0
2023-01-06,COST,BREACH_UP,BULL,LONG,,False,-0.8532,0.2982,0.4929,True,1.0
2023-05-26,COST,BREACH_UP,BULL,LONG,,False,0.1518,1.0527,2.1666,True,1.0
2023-07-07,COST,BREACH_DOWN,BULL,IGNORE,,False,-0.3733,-2.4664,-4.1234,True,0.0
2023-08-17,COST,BREACH_DOWN,BEAR,IGNORE,,False,0.3966,1.5975,2.6311,True,1.0
2023-11-10,COST,BREACH_UP,BULL,LONG,,False,0.1923,3.4066,0.0052,True,1.0
2023-11-16,COST,BREACH_DOWN,BULL,IGNORE,,False,0.2472,-0.9886,-2.2088,True,0.0
2023-12-11,COST,BREACH_UP,BULL,LONG,,False,0.904,1.1092,9.1976,True,1.0
2023-12-15,COST,BREACH_UP,BULL,LONG,,False,3.4031,0.3309,1.9398,True,1.0
2023-12-18,COST,BREACH_UP,BULL,LONG,,False,-0.5138,-2.3604,-0.9718,True,0.0
2024-03-08,COST,BREACH_DOWN,BULL,IGNORE,,False,1.5822,-1.1908,-0.0096,True,0.0
2024-03-12,COST,BREACH_UP,BULL,LONG,,False,-0.3637,-1.5267,-0.6392,True,0.0
2024-07-05,COST,BREACH_UP,BULL,LONG,,False,-0.5453,-0.1536,-4.8291,True,0.0
2024-07-11,COST,BREACH_DOWN,BULL,IGNORE,,False,0.4359,-0.4937,0.8528,True,0.0
2024-08-08,COST,BREACH_UP,BEAR,HOLD,,False,1.8465,3.0247,4.5173,True,1.0
2024-11-08,COST,BREACH_UP,BULL,LONG,,False,-1.157,-1.067,-3.8917,True,0.0
2024-11-21,COST,BREACH_UP,BULL,LONG,,False,0.8748,1.6585,1.6983,True,1.0
2025-01-27,COST,BREACH_UP,BULL,LONG,,False,-0.6817,1.4255,4.2041,True,1.0
2025-02-03,COST,BREACH_UP,BULL,LONG,,False,1.5937,4.4898,5.6931,True,1.0
2025-02-20,COST,BREACH_DOWN,BULL,IGNORE,,False,-0.0193,-2.0129,1.2678,True,0.0
2025-03-07,COST,BREACH_DOWN,BEAR,IGNORE,,False,3.1007,3.8608,6.2625,True,1.0
2025-04-04,COST,BREACH_DOWN,BEAR,IGNORE,,False,0.9111,-5.3149,-5.1207,True,0.0
2025-04-09,COST,BREACH_UP,BEAR,HOLD,,False,-0.0912,1.464,0.2652,True,1.0
2025-05-30,COST,BREACH_UP,BULL,LONG,,False,1.6026,1.1065,-2.4265,True,1.0
2025-06-05,COST,BREACH_DOWN,BULL,IGNORE,,False,-0.4086,0.3502,0.8013,True,1.0
2025-08-06,COST,BREACH_UP,BULL,LONG,,False,0.9179,2.0835,1.0624,True,1.0
2025-08-21,COST,BREACH_DOWN,BULL,IGNORE,,False,1.1488,2.9226,2.5493,True,1.0
2025-09-10,COST,BREACH_DOWN,BULL,IGNORE,,False,-0.8397,-0.3984,-0.7048,True,0.0
2025-09-26,COST,BREACH_DOWN,BULL,IGNORE,,False,-0.1004,-0.1518,0.0622,True,0.0
2025-10-09,COST,BREACH_UP,BULL,LONG,,False,-1.366,0.3839,-1.8316,True,1.0
2025-10-16,COST,BREACH_DOWN,BULL,IGNORE,,False,-1.1571,-1.2835,-1.775,True,0.0
2025-12-04,COST,BREACH_DOWN,BULL,IGNORE,,False,0.1317,0.8283,1.2703,True,1.0
2025-12-15,COST,BREACH_DOWN,BULL,IGNORE,,False,0.0198,0.3451,1.2271,True,1.0
2026-01-05,COST,BREACH_UP,BULL,LONG,,False,1.5256,4.5185,7.6895,True,1.0
2026-01-08,COST,BREACH_UP,BULL,LONG,,False,1.0456,2.9083,4.5274,True,1.0
2026-02-02,COST,BREACH_UP,BULL,LONG,,False,0.9872,2.1614,3.0185,True,1.0
2026-04-10,COST,BREACH_DOWN,BULL,IGNORE,,False,1.7647,1.3741,-0.1422,True,1.0
2021-09-23,CRM,BREACH_UP,BULL,LONG,,False,2.7964,-2.0082,-2.3897,True,0.0
2021-11-10,CRM,BREACH_DOWN,BULL,IGNORE,,False,-1.1046,-1.9421,-2.7864,True,0.0
2021-11-29,CRM,BREACH_UP,BULL,LONG,,False,-3.9698,-11.9768,-12.8025,True,0.0
2021-11-30,CRM,BREACH_DOWN,BULL,IGNORE,,False,11.742,9.3487,6.3062,True,1.0
2021-12-01,CRM,BREACH_DOWN,BEAR,IGNORE,,False,-3.8569,-2.8827,-5.8887,True,0.0
2022-01-05,CRM,BREACH_DOWN,BULL,IGNORE,,False,-0.6501,-0.8609,-4.4626,True,0.0
2022-02-24,CRM,BREACH_UP,BEAR,HOLD,,False,1.8601,2.2517,0.2252,True,1.0
2022-05-05,CRM,BREACH_DOWN,BEAR,IGNORE,,False,1.509,2.989,6.895,True,1.0
2022-06-01,CRM,BREACH_UP,BEAR,HOLD,,False,7.0029,3.8621,7.4516,True,1.0
2022-06-24,CRM,BREACH_UP,BEAR,HOLD,,False,-2.4796,-8.2347,-9.531,True,0.0
2022-11-02,CRM,BREACH_DOWN,BULL,IGNORE,,False,2.4532,3.6131,5.2997,True,1.0
2022-11-10,CRM,BREACH_UP,BULL,LONG,,False,0.9149,3.6916,-4.229,True,1.0
2022-12-01,CRM,BREACH_DOWN,BULL,IGNORE,,False,1.6599,9.3401,11.4762,True,1.0
2022-12-05,CRM,BREACH_DOWN,BULL,IGNORE,,False,0.4928,2.8373,0.6122,True,1.0
2023-01-26,CRM,BREACH_UP,BULL,LONG,,False,-0.3452,1.7445,5.7847,True,1.0
2023-03-02,CRM,BREACH_UP,BULL,LONG,,False,-0.0858,-1.7525,-4.2178,True,0.0
2023-06-01,CRM,BREACH_DOWN,BULL,IGNORE,,False,-0.0611,0.0235,1.5829,True,1.0
2023-07-11,CRM,BREACH_UP,BULL,LONG,,False,2.7626,3.6895,2.9208,True,1.0
2023-11-30,CRM,BREACH_UP,BULL,LONG,,False,3.2156,-0.3493,-1.2108,True,0.0
2023-12-01,CRM,BREACH_UP,BULL,LONG,,False,-3.5923,-4.1807,-3.5346,True,0.0
2023-12-04,CRM,BREACH_DOWN,BULL,IGNORE,,False,-0.1436,0.7221,-0.5745,True,1.0
2024-01-02,CRM,BREACH_DOWN,BULL,IGNORE,,False,1.6749,1.956,-2.0341,True,1.0
2024-01-08,CRM,BREACH_UP,BULL,LONG,,False,0.1802,4.0288,3.1893,True,1.0
2024-01-29,CRM,BREACH_UP,BULL,LONG,,False,-0.0452,-1.4104,0.0868,True,0.0
2024-02-22,CRM,BREACH_UP,BULL,LONG,,False,-0.2895,1.9922,5.166,True,1.0
2024-03-05,CRM,BREACH_DOWN,BULL,IGNORE,,False,-1.6803,-2.1858,-2.6343,True,0.0
2024-04-04,CRM,BREACH_DOWN,BULL,IGNORE,,False,-2.6416,-2.7979,-1.7033,True,0.0
2024-04-15,CRM,BREACH_DOWN,BEAR,IGNORE,,False,-1.6526,0.3591,-0.3334,True,1.0
2024-05-15,CRM,BREACH_UP,BULL,LONG,,False,-0.9947,-0.1634,-1.2937,True,0.0
2024-05-30,CRM,BREACH_DOWN,BEAR,IGNORE,,False,-7.5364,-7.729,-11.3527,True,0.0
2024-05-31,CRM,BREACH_UP,BULL,LONG,,False,0.9299,0.8915,3.1607,True,1.0
2024-09-19,CRM,BREACH_UP,BULL,LONG,,False,0.3045,1.673,3.6731,True,1.0
2024-11-06,CRM,BREACH_UP,BULL,LONG,,False,1.2643,11.349,11.3457,True,1.0
2024-11-08,CRM,BREACH_UP,BULL,LONG,,False,6.1438,6.1407,1.0281,True,1.0
2024-11-11,CRM,BREACH_UP,BULL,LONG,,False,-0.1697,-2.9497,-5.7004,True,0.0
2024-11-27,CRM,BREACH_DOWN,BULL,IGNORE,,False,0.0061,-0.4303,-9.5058,True,0.0
2024-12-04,CRM,BREACH_UP,BULL,LONG,,False,-1.7642,-4.4309,-3.5393,True,0.0
2025-01-27,CRM,BREACH_UP,BULL,LONG,,False,3.7021,-1.017,-2.2645,True,0.0
2025-02-06,CRM,BREACH_DOWN,BULL,IGNORE,,False,1.5054,1.9377,0.2902,True,1.0
2025-04-03,CRM,BREACH_DOWN,BEAR,IGNORE,,False,5.6694,4.4039,-0.114,True,1.0
2025-04-04,CRM,BREACH_DOWN,BEAR,IGNORE,,False,-1.433,-10.1387,-6.081,True,0.0
2025-04-09,CRM,BREACH_UP,BEAR,HOLD,,False,-3.6389,-3.8542,-5.6332,True,0.0
2025-05-12,CRM,BREACH_UP,BULL,LONG,,False,0.1212,0.6717,-0.412,True,1.0
2025-05-23,CRM,BREACH_DOWN,BULL,IGNORE,,False,-1.4865,2.2736,4.2141,True,1.0
2025-08-07,CRM,BREACH_DOWN,BULL,IGNORE,,False,0.1536,3.8276,3.1177,True,1.0
2025-09-04,CRM,BREACH_DOWN,BULL,IGNORE,,False,-2.7663,-3.299,-0.9303,True,0.0
2025-11-06,CRM,BREACH_DOWN,BULL,IGNORE,,False,-0.2549,-2.1858,-0.4848,True,0.0
2025-12-05,CRM,BREACH_UP,BULL,LONG,,False,-0.3991,1.3931,0.6371,True,1.0
2026-01-02,CRM,BREACH_DOWN,BULL,IGNORE,,False,-1.0409,-4.9286,-2.4919,True,0.0
2026-01-13,CRM,BREACH_DOWN,BULL,IGNORE,,False,0.6181,5.7869,8.081,True,1.0
2026-01-29,CRM,BREACH_DOWN,BULL,IGNORE,,False,0.8361,8.2679,11.2621,True,1.0
2026-02-03,CRM,BREACH_DOWN,BULL,IGNORE,,False,-1.5582,2.5614,1.492,True,1.0
2026-03-24,CRM,BREACH_DOWN,BEAR,IGNORE,,False,0.5792,2.0271,-1.9943,True,1.0
2026-04-23,CRM,BREACH_DOWN,BULL,IGNORE,,False,-2.8044,-4.6278,-1.8638,True,0.0
2021-08-19,CSCO,BREACH_UP,BULL,LONG,,False,1.6588,3.5795,3.37,True,1.0
2021-11-02,CSCO,BREACH_UP,BULL,LONG,,False,0.0521,-0.9545,-0.3124,True,0.0
2021-11-18,CSCO,BREACH_DOWN,BULL,IGNORE,,False,0.7085,-3.1139,-1.9392,True,0.0
2021-12-15,CSCO,BREACH_UP,BULL,LONG,,False,0.6341,0.7175,2.6698,True,1.0
2022-01-18,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,1.3896,5.1063,6.0606,True,1.0
2022-05-18,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,13.7303,10.3598,9.0157,True,1.0
2022-05-19,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,-2.9243,-4.9137,-7.838,True,0.0
2022-08-18,CSCO,BREACH_UP,BULL,LONG,,False,-1.3571,-3.97,-4.2536,True,0.0
2022-09-13,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,0.3401,1.8363,3.4686,True,1.0
2022-11-10,CSCO,BREACH_UP,BULL,LONG,,False,-1.9054,-1.6645,2.0368,True,0.0
2022-11-17,CSCO,BREACH_UP,BULL,LONG,,False,2.5757,3.842,3.885,True,1.0
2023-01-06,CSCO,BREACH_UP,BULL,LONG,,False,0.5381,1.8419,1.1589,True,1.0
2023-02-16,CSCO,BREACH_UP,BULL,LONG,,False,-0.4315,-3.2948,-4.9225,True,0.0
2023-04-19,CSCO,BREACH_DOWN,BULL,IGNORE,,False,3.0391,1.353,3.1224,True,1.0
2023-04-20,CSCO,BREACH_DOWN,BULL,IGNORE,,False,-0.9661,-1.0949,0.0429,True,0.0
2023-07-12,CSCO,BREACH_DOWN,BULL,IGNORE,,False,-1.5569,-0.138,-3.3307,True,0.0
2023-08-17,CSCO,BREACH_UP,BEAR,HOLD,,False,0.5664,1.3338,0.9318,True,1.0
2023-09-21,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,-0.4312,1.1811,-1.0124,True,1.0
2023-11-16,CSCO,BREACH_DOWN,BULL,IGNORE,,False,0.5829,0.4996,-0.6661,True,1.0
2024-01-25,CSCO,BREACH_UP,BULL,LONG,,False,-0.3631,-0.172,-4.1085,True,0.0
2024-01-31,CSCO,BREACH_DOWN,BULL,IGNORE,,False,-0.0,1.3352,0.8171,True,1.0
2024-02-15,CSCO,BREACH_DOWN,BULL,IGNORE,,False,1.2638,1.1822,0.4077,True,1.0
2024-04-09,CSCO,BREACH_UP,BULL,LONG,,False,-1.5997,-3.0394,-4.1792,True,0.0
2024-05-16,CSCO,BREACH_DOWN,BULL,IGNORE,,False,0.3517,2.8962,3.5995,True,1.0
2024-06-05,CSCO,BREACH_DOWN,BULL,IGNORE,,False,-0.4563,0.3694,0.8692,True,1.0
2024-07-17,CSCO,BREACH_UP,BULL,LONG,,False,-0.9893,-3.5037,-3.4419,True,0.0
2024-08-05,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,-0.9388,-2.4363,-0.2682,True,0.0
2024-08-15,CSCO,BREACH_UP,BULL,LONG,,False,1.9163,3.5236,3.4824,True,1.0
2024-10-16,CSCO,BREACH_UP,BULL,LONG,,False,0.0355,0.3725,-0.1774,True,1.0
2024-11-06,CSCO,BREACH_UP,BULL,LONG,,False,0.3629,1.3133,2.2637,True,1.0
2025-01-27,CSCO,BREACH_DOWN,BULL,IGNORE,,False,-0.5924,-2.3527,-3.3175,True,0.0
2025-04-03,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,4.8334,7.189,1.2563,True,1.0
2025-04-04,CSCO,BREACH_DOWN,BEAR,IGNORE,,False,0.2384,-6.5823,-5.1155,True,0.0
2025-04-09,CSCO,BREACH_UP,BEAR,HOLD,,False,-2.6492,-1.2386,-4.0771,True,0.0
2025-05-15,CSCO,BREACH_UP,BULL,LONG,,False,-0.996,-1.3072,-1.4006,True,0.0
